BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,5000,66839.0,87168.0,HomeImp,Other,4.0,0.0,0.0,122.59722258,0.0,15.0,40.616779346
0,5000,12457.0,53448.0,HomeImp,Self,7.0,0.0,0.0,207.14348133,0.0,12.0,44.107951691
0,5000,90059.0,113714.0,HomeImp,ProfExe,7.0,0.0,0.0,193.63644686,0.0,28.0,25.897316482
0,5000,73126.0,87500.0,DebtCon,Other,1.0,0.0,0.0,125.96666667,2.0,10.0,34.818261819
0,5000,26037.0,35000.0,HomeImp,ProfExe,12.0,0.0,0.0,182.63333333,0.0,13.0,34.818261819
0,5000,39000.0,50340.0,HomeImp,Office,10.0,0.0,0.0,179.83333333,1.0,19.0,34.818261819
0,5000,65019.0,26550.0,DebtCon,Other,1.7,0.0,0.0,276.96666667,1.0,14.0,34.818261819
0,5000,70470.0,77908.0,DebtCon,Other,5.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819
0,5000,65019.0,36375.0,HomeImp,Other,3.0,0.0,0.0,266.8,1.0,26.0,34.818261819
0,5000,74225.0,89640.0,DebtCon,ProfExe,0.3,0.0,0.0,173.46666667,1.0,20.0,34.818261819
0,5000,65019.0,65400.0,HomeImp,Office,1.5,0.0,0.0,51.766666667,0.0,4.0,34.818261819
0,5000,59900.0,80800.0,DebtCon,ProfExe,15.0,0.0,0.0,219.13333333,1.0,18.0,34.818261819
0,5000,44674.0,59375.0,HomeImp,Office,10.0,0.0,0.0,178.6925087,1.0,19.0,26.448197463
0,5000,80153.0,97275.0,DebtCon,Other,1.0,0.0,0.0,120.67506316,2.0,10.0,37.512708409
0,5000,68739.0,93435.0,DebtCon,Mgr,3.0,0.0,0.0,148.72040469,0.0,23.0,36.669278612
0,5000,65019.0,46281.0,HomeImp,Other,2.0,0.0,0.0,257.6522064,0.0,26.0,40.952588884
0,5000,66435.0,82819.0,HomeImp,Other,2.0,0.0,0.0,125.13062556,0.0,14.0,42.183538672
0,5100,85583.0,115341.0,HomeImp,ProfExe,7.0,0.0,0.0,177.95825512,1.0,28.0,26.257970132
0,5100,65019.0,26715.0,DebtCon,Other,1.0,0.0,0.0,258.78929762,0.0,14.0,26.722343337
0,5100,87258.0,121382.0,HomeImp,ProfExe,6.0,0.0,0.0,181.66304016,0.0,28.0,25.444759149
0,5100,65019.0,28291.0,DebtCon,Other,2.0,0.0,0.0,277.94456081,1.0,14.0,23.644691283
0,5100,73882.0,96031.0,DebtCon,Other,0.0,0.0,0.0,125.78740011,1.0,10.0,34.446079222
0,5100,74071.0,97064.0,DebtCon,Other,0.0,0.0,0.0,121.0759726,2.0,9.0,36.401729548
0,5100,62702.0,79784.0,HomeImp,Other,2.0,0.0,0.0,108.07259081,0.0,15.0,43.290139816
0,5200,65019.0,36425.0,DebtCon,Other,2.0,0.0,0.0,266.81346457,1.0,14.0,23.797401058
0,5200,43039.0,53521.0,HomeImp,Office,11.0,0.0,0.0,184.29668729,1.0,19.0,24.414763177
0,5200,91250.0,110000.0,HomeImp,Office,24.0,0.0,0.0,123.76666667,1.0,12.0,34.818261819
0,5200,16324.0,45187.0,HomeImp,Self,7.0,0.0,0.0,221.11808171,0.0,11.0,42.712093844
0,5300,73698.0,84427.0,DebtCon,Other,4.0,0.0,0.0,173.46666667,1.0,20.0,19.131201179
0,5300,44993.0,50673.0,HomeImp,Office,7.0,0.0,0.0,184.74276716,1.0,18.0,27.906122726
0,5300,75958.0,91703.0,DebtCon,Other,0.0,0.0,0.0,124.1821788,1.0,10.0,34.599060194
0,5300,97132.0,117343.0,HomeImp,Office,22.0,0.0,0.0,109.93390789,1.0,11.0,35.8385427
0,5300,83552.0,96809.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46666667,1.0,20.0,28.423961906
0,5300,47449.0,63895.0,HomeImp,Office,19.0,0.0,0.0,208.16271401,0.0,20.0,19.762113701
0,5300,50934.0,62957.0,HomeImp,Office,21.0,0.0,0.0,197.24195728,0.0,20.0,19.350505633
0,5400,53429.0,64505.0,DebtCon,Other,5.0,0.0,0.0,69.542430107,1.0,16.0,36.480236299
0,5400,65019.0,65474.0,HomeImp,Office,1.0,0.0,0.0,40.709849004,0.0,4.0,37.848771035
0,5400,47844.0,52040.0,HomeImp,Office,8.0,0.0,0.0,189.03430464,1.0,18.0,24.701136262
0,5400,86922.0,119846.0,HomeImp,ProfExe,5.0,0.0,0.0,185.07634726,1.0,28.0,26.354889295
0,5400,68625.0,82304.0,DebtCon,Sales,2.0,0.0,0.0,136.63294416,0.0,30.0,32.05002349
0,5400,65814.0,85848.0,HomeImp,Other,4.0,0.0,0.0,122.9402886,0.0,15.0,44.092325682
0,5400,65019.0,75254.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,23.163742947
0,5400,48152.0,55760.0,DebtCon,Other,6.0,0.0,0.0,78.452125766,1.0,16.0,35.763637997
0,5500,65019.0,35402.0,HomeImp,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,35.272073735
0,5500,87765.0,101053.0,DebtCon,ProfExe,22.0,0.0,0.0,55.558049044,2.0,13.0,31.375542416
0,5500,52897.0,65054.0,HomeImp,Office,20.0,0.0,0.0,189.29531847,0.0,19.0,20.654128896
0,5500,93051.0,115374.0,HomeImp,ProfExe,6.0,0.0,0.0,187.02051879,1.0,27.0,27.646748505
0,5500,87438.0,116679.0,HomeImp,ProfExe,6.0,0.0,0.0,186.42441602,1.0,27.0,28.417530896
0,5500,78059.0,78179.0,DebtCon,Other,5.0,0.0,0.0,173.46666667,1.0,20.0,20.679313582
0,5500,65019.0,66251.0,HomeImp,Office,1.0,0.0,0.0,43.722336946,0.0,3.0,41.452043532
0,5600,53793.0,66379.0,HomeImp,Office,22.0,0.0,0.0,206.09913412,0.0,19.0,18.369540527
0,5600,69435.0,83489.0,DebtCon,ProfExe,14.0,0.0,0.0,200.41843402,1.0,17.0,22.841092848
0,5600,29648.0,39907.0,HomeImp,ProfExe,11.0,0.0,0.0,180.56306914,0.0,13.0,21.554949656
0,5600,76407.0,77485.0,HomeImp,Other,9.0,0.0,0.0,91.683770634,0.0,24.0,37.773350976
0,5600,41439.0,53893.0,HomeImp,Office,8.0,0.0,0.0,181.32298993,1.0,19.0,24.651395744
0,5600,15275.0,47954.0,HomeImp,Self,7.0,0.0,0.0,204.33524504,0.0,12.0,42.397769638
0,5700,100934.0,111496.0,HomeImp,Office,23.0,0.0,0.0,117.49959288,0.0,12.0,38.750562668
0,5700,65019.0,74685.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,24.274865275
0,5700,49514.0,58249.0,HomeImp,Office,21.0,0.0,0.0,212.53911509,0.0,21.0,21.258026878
0,5700,76948.0,85753.0,HomeImp,Other,7.0,0.0,0.0,128.47645151,0.0,25.0,37.85968784
0,5700,28127.0,36524.0,HomeImp,ProfExe,10.0,0.0,0.0,181.28295679,0.0,13.0,24.339533569
0,5700,65019.0,68591.0,HomeImp,Office,0.0,0.0,0.0,69.645660473,0.0,4.0,41.185039558
0,5700,62319.0,82923.0,HomeImp,Other,4.0,0.0,0.0,117.6739652,0.0,15.0,42.464866285
0,5700,71556.0,79538.0,HomeImp,Other,2.0,0.0,0.0,92.643084556,0.0,15.0,41.21001247
0,5700,65019.0,39052.0,HomeImp,Other,3.0,0.0,0.0,272.22062826,0.0,25.0,39.896104618
0,5700,65019.0,64910.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,33.850461221
0,5700,65019.0,69172.0,HomeImp,Office,1.0,0.0,0.0,48.853667057,0.0,3.0,38.773685963
0,5800,65019.0,36385.0,HomeImp,Other,2.0,0.0,0.0,266.55339438,1.0,25.0,43.309764541
0,5800,65019.0,41119.0,HomeImp,Other,2.0,0.0,0.0,261.40521864,0.0,26.0,42.191941556
0,5800,75000.0,90543.0,DebtCon,Mgr,18.0,0.0,0.0,300.4872058,1.0,23.0,38.940575356
0,5800,65019.0,34704.0,HomeImp,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,34.174055545
0,5800,65019.0,73804.0,HomeImp,Office,1.0,0.0,0.0,71.766557161,0.0,4.0,41.287423388
0,5800,46595.0,58191.0,HomeImp,Other,5.0,0.0,0.0,80.131746414,0.0,17.0,24.140153667
0,5900,70973.0,77989.0,HomeImp,Other,7.0,0.0,0.0,120.37941429,0.0,24.0,41.442500462
0,5900,82912.0,91175.0,DebtCon,ProfExe,2.0,0.0,0.0,173.46666667,1.0,20.0,27.595273523
0,5900,65019.0,66903.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,32.782926828
0,6000,65019.0,69492.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,32.977197226
0,6000,95232.0,115977.0,HomeImp,Office,22.0,0.0,0.0,149.0229081,1.0,12.0,37.954336913
0,6000,51000.0,86125.0,HomeImp,ProfExe,6.0,0.0,0.0,222.16666667,2.0,24.0,34.818261819
0,6000,65019.0,43300.0,HomeImp,Other,7.0,0.0,0.0,100.93333333,1.0,9.0,34.818261819
0,6000,14000.0,61493.0,HomeImp,Office,23.0,0.0,0.0,321.63333333,1.0,13.0,34.818261819
0,6000,79046.0,103048.0,HomeImp,Other,0.0,0.0,0.0,181.69653802,0.0,32.0,37.289989924
0,6000,129731.0,154113.0,HomeImp,ProfExe,12.0,0.0,0.0,213.53333333,0.0,19.0,34.818261819
0,6100,65019.0,47400.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819
0,6100,91704.0,114799.0,HomeImp,Office,22.0,0.0,0.0,129.25008957,1.0,12.0,36.746766237
0,6100,47604.0,54966.0,HomeImp,Other,5.0,0.0,0.0,70.69532973,0.0,18.0,24.76674453
0,6100,65019.0,35250.0,HomeImp,Other,7.0,0.0,0.0,303.0,1.0,12.0,34.818261819
0,6100,48300.0,53388.0,HomeImp,Office,9.0,0.0,0.0,178.48960216,1.0,19.0,26.72002818
0,6100,78753.0,95433.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46666667,1.0,20.0,28.925117417
0,6100,77265.0,97944.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46666667,1.0,20.0,28.876463055
0,6200,75657.0,84368.0,DebtCon,Sales,4.0,0.0,0.0,122.24494502,0.0,30.0,32.552543335
0,6200,65019.0,33909.0,HomeImp,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,34.517404516
0,6200,46601.0,59486.0,HomeImp,Other,5.0,0.0,0.0,84.63211066,0.0,18.0,25.35001036
0,6200,60354.0,87596.0,HomeImp,ProfExe,5.0,0.0,0.0,210.17306467,2.0,23.0,34.054811237
0,6200,65019.0,41657.0,HomeImp,Other,7.0,0.0,0.0,293.95872355,1.0,11.0,30.197630728
0,6200,65019.0,80078.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,25.375544161
0,6200,75121.0,96462.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46666667,1.0,20.0,27.167655962
0,6200,133882.0,155222.0,HomeImp,ProfExe,9.0,0.0,0.0,212.53764322,0.0,19.0,20.616783656
0,6200,45564.0,61956.0,HomeImp,Other,2.0,0.0,0.0,101.16706032,1.0,13.0,38.675140153
0,6300,99469.0,116260.0,HomeImp,Office,23.0,0.0,0.0,124.74559549,1.0,12.0,35.642270107
0,6300,55000.0,69000.0,DebtCon,ProfExe,13.0,0.0,0.0,130.06666667,0.0,20.0,34.818261819
0,6300,65019.0,72890.0,HomeImp,Office,1.0,0.0,0.0,41.250113587,0.0,3.0,39.198068218
0,6300,44226.0,57779.0,DebtCon,Other,7.0,0.0,0.0,63.626413251,1.0,16.0,33.111829109
0,6300,65019.0,39050.0,HomeImp,Other,7.0,0.0,0.0,294.47804756,1.0,12.0,31.447750409
0,6300,92659.0,117352.0,HomeImp,ProfExe,6.0,0.0,0.0,199.01192718,0.0,27.0,26.520049519
0,6300,79667.0,96988.0,DebtCon,ProfExe,1.0,0.0,0.0,173.46666667,1.0,20.0,29.835960721
0,6400,76577.0,83200.0,DebtCon,Other,5.0,0.0,0.0,173.46666667,1.0,20.0,22.055034214
0,6400,47251.0,58157.0,HomeImp,Other,0.0,0.0,0.0,104.79246836,1.0,13.0,36.416886965
0,6400,81116.0,86148.0,HomeImp,ProfExe,8.0,0.0,0.0,262.17542613,0.0,11.0,42.068268179
0,6400,17491.0,63614.0,HomeImp,Office,23.0,0.0,0.0,325.29930871,0.0,12.0,40.244404369
0,6400,62746.0,75016.0,DebtCon,ProfExe,12.0,0.0,0.0,133.10154783,0.0,20.0,40.188123128
0,6400,76732.0,78084.0,HomeImp,Other,8.0,0.0,0.0,109.19302137,0.0,26.0,37.964554318
0,6400,70035.0,78635.0,DebtCon,Sales,3.0,0.0,0.0,147.07716353,0.0,31.0,31.206129763
0,6400,39687.0,51666.0,HomeImp,Office,9.0,0.0,0.0,177.59135402,1.0,19.0,26.1209597
0,6400,51436.0,91284.0,DebtCon,Other,4.0,0.0,0.0,209.64289843,2.0,30.0,31.971971208
0,6400,9113.0,46351.0,HomeImp,Self,7.0,0.0,0.0,202.25079583,0.0,11.0,45.114319388
0,6500,47949.0,53102.0,HomeImp,Office,9.0,0.0,0.0,180.84124987,1.0,19.0,27.839006664
0,6500,65019.0,37448.0,HomeImp,Other,7.0,0.0,0.0,333.23089989,1.0,11.0,29.011980578
0,6500,80739.0,97630.0,DebtCon,ProfExe,1.0,0.0,0.0,173.46666667,1.0,20.0,30.531264536
0,6500,33639.0,37345.0,HomeImp,ProfExe,11.0,0.0,0.0,191.0756559,0.0,13.0,24.227319339
0,6500,78741.0,90599.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46666667,1.0,20.0,29.198860669
0,6500,22789.0,35836.0,HomeImp,Office,1.0,0.0,0.0,110.56666667,2.0,30.0,34.818261819
0,6500,60000.0,70000.0,DebtCon,ProfExe,9.0,0.0,0.0,54.766666667,2.0,24.0,34.818261819
0,6500,70300.0,107500.0,DebtCon,Office,1.0,0.0,0.0,242.46666667,1.0,38.0,34.818261819
0,6500,65019.0,70886.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,23.47088075
0,6600,74376.0,84855.0,DebtCon,Other,3.0,0.0,0.0,173.46666667,1.0,20.0,20.028353505
0,6600,68733.0,81973.0,HomeImp,Other,5.0,0.0,0.0,96.977667199,0.0,14.0,42.211046784
0,6600,40926.0,50486.0,HomeImp,Office,10.0,0.0,0.0,179.80086812,1.0,19.0,27.532376107
0,6600,95450.0,112630.0,HomeImp,Office,23.0,0.0,0.0,122.81558408,0.0,12.0,36.773458722
0,6700,65019.0,55396.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,15.703991562
0,6700,55113.0,56486.0,HomeImp,Other,4.0,0.0,0.0,84.417030462,0.0,17.0,23.642853829
0,6700,65019.0,30544.0,DebtCon,Other,2.0,0.0,0.0,283.89723134,0.0,14.0,24.120451557
0,6700,49367.0,59609.0,HomeImp,Other,6.0,0.0,0.0,99.303700784,0.0,17.0,25.231366381
0,6700,51855.0,58084.0,HomeImp,Office,21.0,0.0,0.0,193.75474567,0.0,19.0,19.549571698
0,6700,29662.0,36195.0,HomeImp,Office,1.0,0.0,0.0,112.13708066,1.0,30.0,38.52863281
0,6700,54161.0,59714.0,HomeImp,Office,20.0,0.0,0.0,209.20630035,0.0,20.0,20.203517707
0,6800,136951.0,160306.0,HomeImp,ProfExe,11.0,0.0,0.0,219.7356734,1.0,18.0,20.885093499
0,6800,138691.0,160063.0,HomeImp,ProfExe,12.0,0.0,0.0,208.42084303,0.0,19.0,19.33336736
0,6800,78292.0,86959.0,DebtCon,Other,3.0,0.0,0.0,173.46666667,1.0,20.0,18.927211638
0,6800,139578.0,154602.0,HomeImp,ProfExe,12.0,0.0,0.0,201.96083432,0.0,18.0,22.325828788
0,6800,56155.0,57912.0,HomeImp,Office,21.0,0.0,0.0,206.30632134,0.0,20.0,21.798513082
0,6800,65019.0,72310.0,HomeImp,Office,1.0,0.0,0.0,48.818836477,0.0,3.0,40.787393229
0,6900,75880.0,113612.0,DebtCon,Office,1.0,0.0,0.0,230.80558812,1.0,38.0,17.965883444
0,6900,70717.0,87466.0,HomeImp,Other,2.0,0.0,0.0,112.58906066,0.0,15.0,41.428089899
0,6900,53776.0,51952.0,HomeImp,Other,5.0,0.0,0.0,87.900118337,0.0,17.0,22.286997477
0,6900,97662.0,110046.0,HomeImp,Office,24.0,0.0,0.0,111.12339734,0.0,11.0,37.253150854
0,6900,49932.0,66042.0,HomeImp,Office,20.0,0.0,0.0,204.48458275,0.0,19.0,21.855494126
0,6900,65019.0,36191.0,HomeImp,Other,7.0,0.0,0.0,311.86989931,1.0,12.0,30.790620774
0,7000,73873.0,111781.0,DebtCon,Office,0.0,0.0,0.0,231.79991346,0.0,38.0,19.273579455
0,7000,65019.0,47462.0,HomeImp,Other,7.0,0.0,0.0,102.6573271,1.0,9.0,36.094071425
0,7000,58128.0,93740.0,HomeImp,ProfExe,5.0,0.0,0.0,213.36302767,2.0,24.0,34.475301929
0,7000,52287.0,87972.0,HomeImp,ProfExe,7.0,0.0,0.0,211.28441317,1.0,24.0,33.461402248
0,7000,120000.0,175450.0,DebtCon,Other,8.0,0.0,0.0,219.16666667,1.0,20.0,34.818261819
0,7000,58843.0,75300.0,HomeImp,Other,1.5,0.0,0.0,103.66666667,0.0,7.0,34.818261819
0,7000,7000.0,31200.0,DebtCon,Other,5.0,0.0,0.0,265.06666667,0.0,12.0,34.818261819
0,7000,29000.0,49000.0,DebtCon,Other,11.0,0.0,0.0,234.4,1.0,32.0,34.818261819
0,7000,5768.0,26600.0,DebtCon,Other,7.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819
0,7000,56636.0,76353.0,HomeImp,Other,15.0,0.0,0.0,229.3,1.0,36.0,34.818261819
0,7000,64255.0,68389.0,HomeImp,Other,4.0,0.0,0.0,80.152430908,2.0,19.0,40.561860543
0,7000,129959.0,161301.0,HomeImp,ProfExe,11.0,0.0,0.0,209.98629953,0.0,18.0,21.917952264
0,7000,58114.0,93391.0,HomeImp,ProfExe,6.0,0.0,0.0,200.07775507,1.0,24.0,31.736511786
0,7000,16047.0,67750.0,HomeImp,Office,21.0,0.0,0.0,315.32145267,0.0,12.0,38.693655802
0,7100,65019.0,74753.0,HomeImp,Office,2.0,0.0,0.0,48.854644654,0.0,4.0,41.302546904
0,7100,98490.0,114457.0,HomeImp,Office,23.0,0.0,0.0,116.10008714,0.0,11.0,35.601894251
0,7100,54700.0,68500.0,DebtCon,Other,19.0,0.0,0.0,155.2,1.0,12.0,34.818261819
0,7100,65019.0,40185.0,HomeImp,Other,3.0,0.0,0.0,272.9226847,1.0,25.0,41.916899529
0,7100,120176.0,180104.0,DebtCon,Other,8.0,0.0,0.0,221.60732419,0.0,18.0,32.674358967
0,7100,58639.0,72412.0,DebtCon,ProfExe,14.0,0.0,0.0,120.03346455,0.0,20.0,43.678746661
0,7100,64850.0,76985.0,HomeImp,Other,0.0,0.0,0.0,108.21718977,0.0,7.0,36.337557557
0,7100,53273.0,54378.0,HomeImp,Other,5.0,0.0,0.0,84.837249966,0.0,17.0,22.861199646
0,7200,62329.0,78007.0,DebtCon,ProfExe,8.0,0.0,0.0,55.35880309,1.0,23.0,38.640277109
0,7200,57912.0,84806.0,HomeImp,Other,15.0,0.0,0.0,241.51424984,0.0,35.0,35.062675655
0,7200,98691.0,115750.0,HomeImp,Office,22.0,0.0,0.0,118.00014232,0.0,11.0,37.72035861
0,7200,79946.0,113807.0,DebtCon,Office,1.0,0.0,0.0,238.45882498,0.0,37.0,18.617288691
0,7200,36264.0,48240.0,DebtCon,Other,15.0,0.0,0.0,82.166666667,0.0,12.0,34.818261819
0,7200,65019.0,38061.0,HomeImp,Other,7.0,0.0,0.0,299.75272612,1.0,12.0,31.880033183
0,7200,65019.0,74610.0,HomeImp,Office,1.0,0.0,0.0,40.182134821,0.0,3.0,37.941253769
0,7200,71509.0,86484.0,DebtCon,Other,4.0,0.0,0.0,173.46666667,1.0,20.0,20.099049784
0,7300,55456.0,86766.0,HomeImp,ProfExe,6.0,0.0,0.0,240.05677145,2.0,23.0,31.724698502
0,7300,60973.0,79443.0,HomeImp,Other,14.0,0.0,0.0,239.62029765,1.0,36.0,36.727136357
0,7400,32832.0,50798.0,DebtCon,Other,10.0,0.0,0.0,221.3384208,1.0,31.0,36.009421486
0,7400,75311.0,89905.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46666667,1.0,20.0,27.201999612
0,7400,65019.0,44651.0,HomeImp,Other,2.0,0.0,0.0,271.91816905,0.0,25.0,42.930043097
0,7400,138033.0,163162.0,HomeImp,ProfExe,11.0,0.0,0.0,224.84704249,0.0,19.0,21.057574023
0,7400,88288.0,119677.0,HomeImp,ProfExe,5.0,0.0,0.0,194.37214004,1.0,27.0,26.646083641
0,7400,75547.0,93839.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46666667,1.0,20.0,28.161831853
0,7400,73985.0,114849.0,DebtCon,Office,0.0,0.0,0.0,238.58630343,1.0,38.0,18.421369855
0,7400,51974.0,59323.0,HomeImp,Other,4.0,0.0,0.0,83.34671188,0.0,18.0,23.397634628
0,7400,65032.0,83184.0,HomeImp,Other,15.0,0.0,0.0,230.42025592,1.0,35.0,35.415112916
0,7400,72739.0,91425.0,DebtCon,ProfExe,3.5,0.0,0.0,128.83333333,0.0,26.0,34.818261819
0,7500,45864.0,57799.0,DebtCon,Other,7.0,0.0,0.0,65.57119786,1.0,16.0,33.865745347
0,7500,63573.0,80601.0,HomeImp,Other,4.0,0.0,0.0,111.43518985,0.0,14.0,41.773446616
0,7500,44744.0,60518.0,DebtCon,Other,6.0,0.0,0.0,79.411229994,1.0,16.0,34.397441727
0,7500,88056.0,104794.0,DebtCon,ProfExe,25.0,0.0,0.0,56.750113136,2.0,14.0,30.538906969
0,7500,11358.0,36892.0,DebtCon,Other,5.0,0.0,0.0,286.9228238,0.0,11.0,23.06292573
0,7500,65019.0,26850.0,HomeImp,Office,20.0,0.0,0.0,185.63333333,1.0,16.0,34.818261819
0,7500,49100.0,85650.0,HomeImp,Other,18.0,0.0,0.0,178.33466667,0.0,29.0,34.818261819
0,7500,67778.0,83368.0,DebtCon,ProfExe,15.0,0.0,0.0,227.29208976,0.0,17.0,24.091770363
0,7500,60192.0,76475.0,DebtCon,ProfExe,8.0,0.0,0.0,60.503625209,2.0,24.0,39.280512379
0,7500,57213.0,92458.0,HomeImp,Office,28.0,0.0,0.0,243.15711917,1.0,16.0,23.992353351
